Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
95,11054914,AP,20/12/2023 23:03,5.3321,67,alexiapimentel
96,11310758,Ten of Pentacles,19/12/2023 6:11,5.3322,84,"arielhu621,numpies,runhongma,shipppp"
97,10944891,HAO,20/12/2023 16:52,5.3322,46,lihaorocky
98,11308403,SDCQ,20/12/2023 15:01,5.3322,101,"cecilll,chaowang97,dianding1998717swufe,sixkingdoms"
99,11313424,Win at the Close,19/12/2023 5:34,5.3322,92,"edwin49,kevinshuey,minshenzhou,shuhanye"
100,10956143,Alexandre Durand,20/12/2023 13:39,5.3322,190,alexandredurand
101,11325722,Cyber Minds,19/12/2023 8:10,5.3322,67,"guolunli,leo001123,liuyazhou123,ruiz001"
102,11258253,Czw2023gz,20/12/2023 15:01,5.3323,97,"chen2022gz,czw2023gz"
103,10967443,Lkn 4 QR Internship,20/12/2023 20:36,5.3323,262,"akakaplin,andreyf,artemchistyakov,egortkachenko"
104,10993091,Yuchen Yue,20/12/2023 19:27,5.3324,123,"lerancai,yuchenyue"
105,11313122,TradeAtKaggle,19/12/2023 8:28,5.3324,110,"frankyun,gui0504,randomsearch,shirley83,xiao0924"
106,11287822,Gold Hunter,19/12/2023 23:08,5.3325,89,"charlottexinyuying,fenrish,rockylau,yunyaxia"
107,11279163,caahea,19/12/2023 1:10,5.3325,99,"caahea,ltang94,waylandxiong,yongleliu"
108,11312714,OptimizerClose,19/12/2023 11:50,5.3325,107,"caichequming,rtx5090,sducwh,thomasd23,zxchan"
109,10946533,zzy,20/12/2023 9:54,5.3326,62,zzy990106
110,11327969,Dr. Nasdaq,19/12/2023 15:44,5.3326,133,"carrotwait,panamera4s,piccolojr,wangchunkai,yangzhenze"
111,10981458,Miami drillers,20/12/2023 16:07,5.3327,149,"gendoso,vitaliistarr1290"
112,11109454,黎明,18/12/2023 22:58,5.3327,48,kimkumuha
113,11390369,Chris1213,18/12/2023 9:17,5.3327,30,chris1213
114,11081086,webmaking,20/12/2023 14:02,5.3328,160,webmaking
115,10955618,yanis bardes,20/12/2023 9:55,5.3328,59,"jeanemmanuelamato,yanisssb"
116,11146183,Looking a position on ML/DS,20/12/2023 17:33,5.3329,104,xianzwaikato
117,11055967,cczouk,20/12/2023 21:29,5.3329,257,cczouk
118,10968348,JM,20/12/2023 16:16,5.3329,274,julianmukaj
119,11061994,Siddhartha,20/12/2023 4:18,5.3329,122,meaninglesslives
120,11081965,Neuro,20/12/2023 13:33,5.3329,92,joaoaraujo
121,11333731,AI4Quant,19/12/2023 15:49,5.333,138,"cybertruck,nanjiangchen,renxianwang,songluguang,yingxu2021"
122,11109593,Team SYVG,20/12/2023 9:19,5.333,86,"ajrobbins,mengzos,ritatatavan,zongxiaoying"
123,11057788,zhuhongyao,19/12/2023 5:24,5.333,48,zhuhongyao98
124,11328162,Bull Market,19/12/2023 15:00,5.333,91,"enzezhou2999,pikalabs,sendohx,tummer"
125,11314178,QuantumQuanters,19/12/2023 14:53,5.333,94,"hansgege,jmaxcy,mlquant,pppengyue"
126,11319796,machine quanting,20/12/2023 7:12,5.333,107,"agneshao,lewwwwischen,nvidiayes,yulonggu,ywqsccc"
127,11049740,hahaha,20/12/2023 8:09,5.333,245,"bingyan1128,currystephan,hahahaj"
128,10953707,Yilia Zhang,20/12/2023 14:53,5.3331,109,yiliazhang
129,11338162,Quantify,19/12/2023 16:53,5.3331,108,"carplay,laiqing,lzlmjw,songhai1049,xieyuming"
130,11327873,CloudQuant,19/12/2023 14:57,5.3331,86,"countrysideid,kkkky123,llmfund,shipenghuang"
131,11327786,Go for return,19/12/2023 14:56,5.3331,96,"caifanhuang,lanyangyang731,xiaomicar,yukaitang"
132,11169698,Curtis987,20/12/2023 19:20,5.3331,68,"bennett2032,curtis987,pkumbw,superbearbeats,xiangchenliu"
133,11381384,jaykkkoo,20/12/2023 14:20,5.3331,22,jaykkkoo
134,11313399,ICMATech,19/12/2023 11:51,5.3331,98,"aaronqikao,financialtech,irisvielchristabel,melodystitchqi"
135,10947407,CEMA-PHBS,20/12/2023 6:43,5.3331,13,"chauncyzxs,kaihuazhong,luyongkang"
136,11223567,AI纪元,20/12/2023 0:16,5.3331,110,boristown
137,11035047,PranavsMasterCardAutoML,20/12/2023 19:10,5.3332,177,"gauravmastercard,pranavmastercard,pranavpoduval,pritam004,sanjaykumarpatnala"
138,11323730,optiveretf,19/12/2023 14:54,5.3332,118,"clairejiabaoli,docscai,nasdaqplus,nvveew,qi7axu"
139,11022617,waiting for lb shake,20/12/2023 23:48,5.3332,310,"liushundawang,myominhtet,renatoreggiani,shengshingyuan"
140,10979614,palajnc,20/12/2023 15:19,5.3332,174,palajnc
141,11081988,ying yu,17/12/2023 7:01,5.3332,105,"knightabc,melyndayu,minhengxiaoquant,oscarfoun"
142,11327929,Dear submission,19/12/2023 14:58,5.3333,86,"applem3,gouruiqin,totem23,xinyingch"
143,11184200,Azure Xia,20/12/2023 23:58,5.3333,46,"azurexia,yidaotianxia"
144,10948990,Does Market play dice?,20/12/2023 18:19,5.3333,180,"danielcunhaoliveira,gentlezdh,leehann,lizhecheng,nandodmelo"
145,11340334,Wanna Cui,20/12/2023 15:08,5.3333,25,wannacui
146,11271848,sugarsspw,20/12/2023 6:24,5.3333,77,"jinlongwei,sugarsspw"
147,11307544,LGB is all we need,19/12/2023 11:48,5.3334,90,"hyuan622,jiaqiyustar,quanttraders,yuelanfengyin"
148,10992476,Wang's Team,20/12/2023 20:14,5.3334,253,"garveyyyyy,liwenyukaggle,peizhengwang,shuraymond,zhuyikevin"
149,11189365,yrnmmh,14/12/2023 5:27,5.3334,27,yrnmmh
150,10948075,Inefficient-market hypothesis,20/12/2023 14:17,5.3334,71,serigne
151,10980211,Liang Zeng,20/12/2023 15:34,5.3334,122,zengliangcs
152,11328093,LCNSP index,19/12/2023 15:43,5.3335,180,"junqis,nextchen,robertbrand,shiyuzhang666,shortselling"
153,11174197,We Won't Trust LB,20/12/2023 19:15,5.3335,52,"naokiichikawa,zeng51"
154,11198427,Junhua Yang,20/12/2023 16:10,5.3335,213,junhuay
155,10957449,Guangqi Li 0413,18/12/2023 3:31,5.3335,24,guangqili0413
156,10963500,shapshap,20/12/2023 18:39,5.3336,247,shapshap
157,11098304,S Y A S,20/12/2023 15:07,5.3336,339,"amyyin78,seanmacmaghnusa,shaogong,yichengs"
158,10958751,Kaggle Crushers,17/12/2023 7:59,5.3336,69,"mebox000123,w2861201484,yingruili96,yufang0429"
159,11348013,Protect 3000,20/12/2023 1:22,5.3336,122,"chaselruoxuanxu,louisejiangangel,mancityfc,russellmeng2,weinick"
160,10977896,BIG APPLE,20/12/2023 11:51,5.3336,89,"dravenxx,qilinchan,zengxiaojian,zhaozhaoma"
161,10993315,theta,19/12/2023 9:28,5.3336,93,yurimaeda
162,11056775,wqlun06,20/12/2023 4:07,5.3337,141,wqlun06
163,11389758,kejinw,18/12/2023 13:28,5.3337,11,kejinw
164,11272812,Lan Yuan Baozai Fan,20/12/2023 11:26,5.3337,46,"ameyue,fionaze,guooooyyy,xinyihe0508"
165,11047726,BING10086,19/12/2023 0:00,5.3337,167,"bing10086,zhuzhu69"
166,11310965,NHSM,19/12/2023 12:03,5.3337,90,"chuangfaliang,helenxw,sq147147,whoisthere"
167,10949672,Fork,20/12/2023 7:34,5.3337,92,"anpple,crazyfire238,linshengyis,ruihaokaggle,shuxinlee"
168,11105140,RACH park,20/12/2023 14:10,5.3337,50,rachpark
169,10949004,rinovan,20/12/2023 13:25,5.3337,32,"mrsandman17,rinovan"
170,11065971,Patrick Smyth,20/12/2023 23:15,5.3337,113,patrico49
171,11379940,WhyData,20/12/2023 15:16,5.3338,9,whydata
172,11054184,Ivan Aleksandrov,20/12/2023 16:19,5.3338,73,"ivanblch,ranunculusrepens"
173,11181309,Win Nandar Phyo,18/12/2023 9:22,5.3338,30,winnandarphyo
174,11207744,NgaPyar23,16/12/2023 6:12,5.3338,24,ngapyar23
175,11167726,phil98b,19/12/2023 21:05,5.3338,41,"crispinschomers,manuelhettich,phil98b"
176,11148774,Q,20/12/2023 21:22,5.3339,31,"hunhuh,qwerteum"
177,11317734,QXYMP,20/12/2023 8:58,5.3339,71,qpwang
178,11144805,woofery,20/12/2023 14:48,5.3339,69,woofery
179,11254491,iitp,20/12/2023 18:27,5.334,72,"arsenypoyda,chemrovkirill"
180,11073054,Algo_trading,20/12/2023 9:37,5.334,31,"billxu22,xiaobingsun"
181,11375607,haisleyqian,18/12/2023 3:21,5.334,34,haisleyqian
182,11165749,louhergetup,20/12/2023 16:07,5.334,41,"louhergetup,yuhanqing"
183,10975692,xsong2020,20/12/2023 15:06,5.334,98,xstargate
184,11337249,Aravind Pillai,20/12/2023 8:55,5.334,68,aspillai
185,10946155,太卷了我不玩了,19/12/2023 12:54,5.3341,75,zhangyue199
186,10973747,fan2goa1,20/12/2023 6:55,5.3341,23,zfun0926
187,11189890,???,20/12/2023 17:05,5.3341,68,"devilhu,jiantingtang,pennyrunzeliu,sebastian1989"
188,11308165,kambehmw,20/12/2023 6:18,5.3341,25,kanbehmw
189,10963319,Azaneo's ram,19/12/2023 13:12,5.3341,74,"gaoviic,kaigaokaigao"
190,11309122,[Deleted] 472ed21e-39ab-4add-a8e7-53fd4d259325,18/12/2023 3:10,5.3342,66,del=c74fb930a12e2e53
191,11200430,Rational Technology.ai lab,20/12/2023 12:50,5.3342,18,namco111
192,11063977,YT,20/12/2023 15:34,5.3342,52,yingertang
193,10981079,igodxx,20/12/2023 15:09,5.3342,63,"csfisha,cyruscui,igodxx"
194,10962193,Yury Shevtsov,20/12/2023 14:16,5.3342,74,shevtsov
195,11026704,camey,20/12/2023 23:31,5.3342,73,abcdcamey
196,11234874,Gooring,20/12/2023 17:26,5.3342,51,gooring
197,10947627,SkyFish,20/12/2023 11:23,5.3342,41,"clairehz,wuwenmin,xiaotong0201"
198,11009457,Jiman Kwon,20/12/2023 17:10,5.3342,87,jimankwon
199,11097474,miiikrll,20/12/2023 11:46,5.3343,16,"bangjunli,lihuanxing,miiikrll,rrrsdsa,yihanzhan"
200,11369141,forgottenfield,17/12/2023 9:07,5.3343,19,"cvninja,forgottenfield,huggingcv,kagglellm,origincat"
201,10980963,烫烫烫,5/12/2023 8:01,5.3343,66,"mlysophia,wenzhao6lev57q4"
202,10975919,Nolan Smith,20/12/2023 6:04,5.3343,112,nolansmith
203,11090108,Xia Bolin,17/12/2023 10:02,5.3343,65,xiabolin
204,11258048,wy0001,20/12/2023 2:21,5.3343,8,wy0001
205,11069258,Eduard A. Stefanescu,20/12/2023 21:03,5.3343,311,eduardastefanescu
206,11071353,n_samii,18/12/2023 6:37,5.3343,187,nsamii
207,11094236,QIMLers,20/12/2023 0:59,5.3344,49,"ajdm343,guozhengdai,qxhuang,vapour0704"
208,11056789,Elias Solomatin,20/12/2023 7:53,5.3344,37,eliassolomatin
209,10951583,GAIN,17/12/2023 12:03,5.3344,86,"elaineakatsuki0918,junzid,pigggg,tony980,zhengliangwang"
210,11306801,Aleron,19/12/2023 22:45,5.3344,5,aleron751
211,10974059,Boulder,20/12/2023 14:18,5.3344,63,"ruriko,shinichi99"
212,11111348,Hou Jieyi,20/12/2023 21:08,5.3344,41,houjieyi
213,11341351,NNalchemist,20/12/2023 14:40,5.3344,121,"hugginglook,koalas,shuyingddyc,wolfmedal,yangbc"
214,10953904,极速梭哈,20/12/2023 11:24,5.3344,130,"chunyangw,dingyima,jeffzjf,mrayzhang,ruichending"
215,10963734,bucciarati,19/12/2023 14:30,5.3344,126,bucciaratti
216,11120975,ZhangYuan2000,20/12/2023 12:59,5.3345,80,zhangyuan2000
217,11368230,Mauricerist,19/12/2023 7:48,5.3345,82,"boshenyuan,chuansj,emoji16,josephhhhhhhhhh,mauricerist"
218,11199824,Bolin Pan,20/12/2023 15:29,5.3345,133,bolinpan
219,10948159,a123_zzw,1/12/2023 1:10,5.3345,161,a123zzw
220,11344312,Max2020,20/12/2023 17:32,5.3345,32,max2020
221,11008991,Lafoi,25/11/2023 4:07,5.3345,20,wentinglu
222,11046203,Eason_888,20/12/2023 17:11,5.3346,74,"eason888,ketu013,wangjisngshan,xuzn33,yukangl"
223,11230826,Sylvia L,17/12/2023 14:33,5.3346,22,yijunluo
224,11121093,juzehao,20/12/2023 18:04,5.3346,87,juzehao
225,10946550,initializer-z,20/12/2023 21:42,5.3346,149,"initializerz,jianghhhh,lamperouge777,rundll32,statwang"
226,11385519,hanmengdie,20/12/2023 18:08,5.3346,21,hanmengdie
227,11339801,yinanzhu,20/12/2023 9:58,5.3346,49,yinanzhu
228,10946197,democatXamer,19/12/2023 18:00,5.3346,66,w1326627677
229,11059998,Mohan Shen,10/11/2023 3:49,5.3347,49,mohanshen
230,10958500,Andrey M,20/12/2023 14:59,5.3347,62,andreymalkov
231,10948563,十万伏特,19/12/2023 0:06,5.3347,134,"algerwang,baptisteaubertin,linli0902,yulin27"
232,11391937,Mikhail Karchevskiy,19/12/2023 7:09,5.3347,19,suvalex
233,11078298,YutoTamura,19/12/2023 21:05,5.3347,48,yutotamura
234,11252831,Chengjiayi ,20/12/2023 12:36,5.3347,199,"chengjiayi,yangzshi68"
235,10951527,loki003,20/12/2023 16:15,5.3347,17,loki003
236,11329488,qqkkll,20/12/2023 5:07,5.3347,34,qqkkll
237,10951571,Sherry Xu,20/12/2023 11:00,5.3347,22,shuruixu
238,11268349,Vince Fan,19/12/2023 0:37,5.3347,18,fanhuaiyuan
239,10980076,dntwannawritecode,20/12/2023 20:22,5.3347,49,dntwannawritecode
240,11351717,GreSheep,18/12/2023 7:46,5.3347,31,"burton001,greatgreysheep,irislea,weinanweng"
241,10949462,Josef Švenda,20/12/2023 15:25,5.3348,91,svendaj
242,11351388,马德，好不容易进一次银牌区，谁又给我挤下来,20/12/2023 1:18,5.3348,26,babypatrice
243,10977101,Beary Wei,13/12/2023 10:08,5.3348,70,"delanceyliu,qzxcf45"
244,11228978,Hm,19/12/2023 20:30,5.3348,50,hamza07
245,10953249,w842442862,20/12/2023 15:46,5.3348,14,"w842442862,wangzhangyun"
246,11366168,•°•°☁☁°•°•,18/12/2023 15:12,5.3348,27,sbfdogwbmrneq
247,10951505,XSpeed,20/12/2023 12:59,5.3348,131,summerxie
248,11385731,myyeahnet,19/12/2023 6:23,5.3348,12,"mygdk11,myyeahnet,sjtuys,xiaoheping,zhilingtangatkaggle"
249,11372121,Tian and Tinc0,20/12/2023 9:18,5.3349,51,tincochan
250,10947444,QUA,19/12/2023 6:27,5.3349,47,"biansong,guoweivaile,karlyangqu,weiiye,zonglinhan"
251,11297157,Aalf,20/12/2023 18:36,5.3349,28,lyalindmitriy
252,11234975,Aleksey SCHUKIN,20/12/2023 4:47,5.3349,25,alekseyschukin
253,10950608,Azusa Mizume,18/12/2023 10:59,5.3349,20,azusamizume
254,10945493,tonic,18/12/2023 6:42,5.3349,28,jinmiyashita
255,11136543,TOMA FUNAHASHI,20/12/2023 13:01,5.3349,179,tomafunahashi
256,11271270,Shinnwow Li,20/12/2023 2:53,5.3349,46,shinnwowli
257,10981085,Roy Lam,16/12/2023 14:15,5.3349,13,wchan757
258,11044675,Roma_zbj,20/12/2023 10:57,5.3349,167,romazbj
259,10973477,Farukcan Sağlam,20/12/2023 22:11,5.3349,59,greysky
260,11154209,zuyats,15/12/2023 3:18,5.335,25,zuyats
261,11251538,cueett,20/12/2023 4:56,5.335,63,cueett
262,11169201,Chinaski,20/12/2023 20:53,5.335,66,burakkaya35
263,10984988,bithome,17/12/2023 1:48,5.335,180,tenghewang
264,11016919,40's,18/12/2023 13:28,5.335,40,"kenozawa,kogayoshiaki,shinsukekurosu"
265,11234297,wcqyfly,20/12/2023 15:19,5.335,97,"extremenation,generateiccv,markjondon,truekaggler,wcqyfly"
266,11051961,BTC100K,20/12/2023 13:36,5.335,36,"christyhly,huangweiran,yuhotsang"
267,10967348,Hannah Liu,20/12/2023 10:49,5.335,29,"coconut12345,hannahcxliu,pengzixin,ziyuanyu"
268,11036293,kaggleadventure,19/12/2023 9:17,5.335,59,"fionaliu811,hztang0804,kaggleadventure,zengjianli"
269,11084629,qiqi shu,20/12/2023 23:48,5.335,21,qiqishu
270,11138922,eevcc.com,16/12/2023 2:02,5.335,51,maxwells
271,11292990,ireaadl,20/12/2023 11:58,5.3351,38,ireaadl
272,11235720,Yiding Cui,20/12/2023 14:49,5.3351,38,yidingcui
273,11216735,Taras Shavkoniuk,19/12/2023 15:04,5.3351,36,tarasshavkoniuk
274,11334243,rafael,20/12/2023 16:24,5.3351,82,azxraf
275,11151045,Steve00000,20/12/2023 14:20,5.3351,87,"fanyuanma,steve00000"
276,11069720,Redbud,6/12/2023 3:58,5.3351,71,"lucaliu1,redbudjing"
277,10955365,Hail Reaper,20/12/2023 15:09,5.3351,58,anisoulkadda
278,11103199,Kara,19/12/2023 18:40,5.3351,11,"drchenb,miniroi,nubiakaggle,vs2024"
279,11277805,[Deleted] 452ad4de-bd9f-4009-a0e2-9bb0eb7a51d4,12/12/2023 9:53,5.3351,64,del=d7afc8a48904a1c6
280,11131678,Edward #2,20/12/2023 14:49,5.3351,5,erotar
281,11349348,Annetta Zheng,20/12/2023 19:09,5.3351,30,annettazheng
282,10954141,Renwen,20/12/2023 22:08,5.3351,54,renwenxu
283,10987494,Voodoo_m88,29/11/2023 12:19,5.3351,142,voodoom88
284,10982334,amaterasu,17/12/2023 16:49,5.3352,106,deadhorcrux
285,11283328,BrainAI_hwlee,13/12/2023 12:47,5.3352,7,leeheewon01
286,11102651,XKOP,13/12/2023 22:51,5.3352,4,krascal
287,10951377,GodGod3,20/12/2023 3:59,5.3352,51,godgod3
288,11033612,secarbird,19/12/2023 10:35,5.3352,97,secarbird
289,11229714,LLLL,20/12/2023 5:08,5.3352,40,llz988
290,11169144,xwh1998,19/12/2023 14:14,5.3352,60,xwh1998
291,11160999,planetor,20/12/2023 18:32,5.3352,202,planetora
292,10979791,snever,15/12/2023 4:18,5.3352,34,snehalverma10
293,11386671,0,20/12/2023 13:59,5.3352,24,oukeikou
294,11376479,Salvia,20/12/2023 17:22,5.3352,19,sylviemedical
295,11344711,tetsu2131,20/12/2023 23:31,5.3352,9,tetsutani
296,10959156,FML,19/12/2023 1:13,5.3352,41,seraquevence
297,10948482,Tapioca,20/12/2023 23:06,5.3353,45,tapioca
298,11162878,Xanpanman,20/12/2023 13:50,5.3353,42,xanpanman
299,10964758,NewSouthHeadRoad高校钓鱼王,20/12/2023 17:39,5.3353,21,"hazzwen,wangrodney"
300,10980093,复旦牛逼,20/12/2023 14:16,5.3353,36,"franksjtu,wangjincheng888"
301,11377384,dopamine,20/12/2023 6:52,5.3353,8,bvineeth007
302,11253730,AVicii2023,20/12/2023 16:41,5.3353,73,"avicii2023,jiachengwu5,orlog2023,sunandray"
