Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
18,1698884,"[ods.ai] gangsters","2018-08-29 21:44:14",0.80226,499,"atanasova,izmaylov,nvarganov,sneddy"
19,1706755,AllMight,"2018-08-29 15:26:14",0.80137,195,emotionevil
20,1904767,Eureka,"2018-08-29 19:35:45",0.80130,178,"baomengjiao,infzero,mgchbot,pengyan,sunoonlee"
21,1698023,sasakama,"2018-08-29 17:32:13",0.80121,86,rterada
22,1734742,Katabat,"2018-08-29 21:06:29",0.80112,223,"caojiiu,chjn1990531,haoyanzhai,masakis1998,sguotan,shiyichen41,wluo4ever,zhangye"
23,1754229,"Vegetable chicken","2018-08-29 23:56:01",0.80111,479,"alexyung757,cnzjhdx,ilovearsenal,jc3802201,kelexu,laevatein,mapodoufu,poteman,qiaoshiji,uuulearn,xucheng"
24,1876302,"Abdel _ Arthur","2018-08-29 21:22:19",0.80110,107,"arthurllau,morocco"
25,1703821,TenDots,"2018-08-29 23:32:42",0.80103,447,"gatescao,huntrui,jinghongmiao,johnsonchu,jsfighter,qinjun76,sinba7,vikiwong,zhengqilin,ziychen"
26,1748025,"Trust Your CV :)","2018-08-29 18:23:12",0.80093,148,"aman1391,shahnawazakhtar,shrey92"
27,1838952,nyanp,"2018-08-29 16:01:41",0.80085,66,nyanpn
28,1714215,thomalm,"2018-08-28 17:01:17",0.80080,45,thomalm
29,1706077,gbakie,"2018-08-28 07:39:49",0.80061,16,gbakie
30,1766947,"Khalid AITELAMINE","2018-08-29 22:25:59",0.80055,2,cazanova
31,1715062,PavelTroshenkov,"2018-08-29 20:45:51",0.80047,102,pavetr
32,1699625,arnowaczynski,"2018-08-27 06:07:32",0.80043,2,arnowaczynski
33,1763788,"Craig Armstrong","2018-07-31 21:47:21",0.80033,37,ca3295
34,1717298,"Not so Zesty","2018-08-27 08:18:16",0.80032,25,zidane4ever21
35,1700662,"Large Space Hypothesis","2018-08-29 18:11:30",0.80032,374,"ahmedalesh,mathurinache,shaz13"
36,1967130,爱睡觉,"2018-08-29 12:48:18",0.80028,194,"action,genggeng,hadxu123,sunshinebot,terminator1306,xlxjxjx,yangwangsmile"
37,1703501,wuxz,"2018-08-29 05:01:36",0.80022,228,xinziwu
38,1698745,Yannick,"2018-08-28 09:54:52",0.80020,89,breezeyuner
39,1718426,"Applied Intelligence","2018-08-29 23:25:52",0.80016,214,"dddzhou,garrettthk,hardeeparora,konodyuk"
40,1715036,hmdhmd,"2018-08-29 23:34:52",0.80011,167,hmdhmd
41,1882828,RunningWolf,"2018-08-29 23:44:37",0.80008,130,runningwolf
42,1861676,"Diangu Xie","2018-08-29 14:23:09",0.80003,44,"hhhhuang,xdg988"
43,1708549,"Chaobin Yang","2018-08-29 23:49:00",0.80000,15,chbyang
44,1698047,Jebq,"2018-08-28 08:35:53",0.79998,5,jeabat
45,1704874,raddar,"2018-08-29 23:00:57",0.79994,5,raddar
46,1984980,jessi0422,"2018-08-29 23:22:52",0.79992,2,jessi0422
47,1735289,"Curtis's Kaggle Masters","2018-08-29 21:53:36",0.79992,174,"aemrich,alporter08,alynn29,bgrad3031,ezornow,ivypan,jackbferg,kimayaabreu,leonleon123,melissamischell,morgantam,nchatha,nussabav,seanammirati,tdeokule,wolfganghall"
48,1854419,"James Davis","2018-08-29 17:07:03",0.79987,127,lorentztrans
49,1836684,GREEEN,"2018-08-29 23:12:54",0.79985,72,"jevirgen,patrich89"
50,1725455,"il brutto","2018-08-29 14:47:52",0.79979,272,"krismetha,mtinti"
51,1744384,Justfor,"2018-08-29 22:46:29",0.79975,23,justfor
52,2009494,XuleiYang,"2018-08-29 10:32:16",0.79973,15,yangxulei
53,1712278,"James Trotman","2018-08-29 23:11:44",0.79973,31,jtrotman
54,1966935,"Nat Bel ML Fun","2018-08-29 23:44:32",0.79968,92,natbel4ml
55,1892589,"Florian Laroumagne","2018-08-29 18:50:41",0.79968,28,laroumagne
56,1697204,"1-day challenge","2018-08-29 09:58:45",0.79965,3,confirm
57,1697562,大黑楼,"2018-08-21 23:21:27",0.79961,89,lizheng167
58,1804046,全村的希望,"2018-08-29 09:55:56",0.79960,77,maoli1990
59,1711804,"Davut Polat","2018-08-29 23:05:02",0.79959,13,davutpolat
60,1737581,"Igor Iwaskiv","2018-08-29 18:42:16",0.79959,141,windsurfer
61,1716026,"Last day ensemblers","2018-08-29 22:41:39",0.79954,164,"lumaxy,tjbhdata"
62,1715126,y_tanabe,"2018-08-29 11:31:01",0.79950,126,kurupical
63,1747671,"Justin Talbot","2018-08-01 18:10:37",0.79949,48,justintalbot
64,1987765,"[ods.ai] Phoenix","2018-08-29 23:02:01",0.79948,99,"amirsanzhar,amorgun,artgor,bolkonsky,chislov,dempton,dremovd,ilivans,insaff,leoromanovich,maksimovka,mlenzovet,mormaks,ofvofv,olegtimofeev,seasons4,sharthz23,t0temus,tenich,wispzero"
65,1697529,"Life of Shakedown","2018-08-29 20:18:30",0.79938,27,johnfarrell
66,1708058,Nerdiholic,"2018-08-29 21:03:21",0.79937,57,jnnerd
67,1718603,"Lukasz Grad","2018-08-29 20:29:02",0.79935,38,lukeeee
68,1992426,CODEKITTY,"2018-08-17 07:18:41",0.79934,10,observerspy
69,1703434,"Harish ","2018-08-29 23:46:25",0.79930,218,vharish23
70,1700231,nrg,"2018-08-29 15:49:18",0.79921,186,nixvirus
71,1714249,Nooh,"2018-08-29 04:24:55",0.79916,95,nuhsikander
72,1740188,Driac,"2018-08-29 15:35:03",0.79916,255,guang10
73,1742079,"Identt Team","2018-08-10 09:56:21",0.79916,46,"dmirecki,rybickibartek"
74,1897251,"Andrii Gogniat","2018-08-29 22:39:17",0.79915,16,gacoger
75,1706736,"cumbersome baseline","2018-08-29 21:38:07",0.79913,148,m7catsue
76,1698508,"Philippe Lonjoux","2018-08-29 22:19:04",0.79913,153,welcomeworld
77,1698048,顽石,"2018-08-29 04:01:26",0.79912,287,"jarkeyyou,xffjlg"
78,1697923,R&2J,"2018-08-29 23:57:54",0.79909,518,"dimarus,yryrgogo,yutanishino1"
79,1825721,kenmatsu4,"2018-08-29 23:51:53",0.79908,124,kenmatsu4
80,1714703,"The Three Caballeros","2018-08-29 19:25:30",0.79907,66,"konradb,mpearmain,sudalairajkumar"
81,2007014,"Zizhong Fan","2018-08-29 23:58:44",0.79905,39,frank96
82,1914530,"Kjetil & Thomas","2018-08-29 22:31:30",0.79904,30,"keegil,thomashthoresen"
83,1705544,"[ods.ai] Lasteg","2018-08-29 20:51:03",0.79904,122,zxspectrum
84,1736774,Tommao,"2018-08-29 23:57:40",0.79903,83,tommao
85,1724230,"YaGana Sheriff-Hussaini","2018-08-29 23:47:51",0.79900,137,sheriytm
86,1727954,"Anton Loss","2018-08-29 22:54:30",0.79898,136,avloss
87,1746143,"Team AK","2018-08-29 11:31:39",0.79898,95,"aakashkerawat,akki13119011"
88,1739341,littlelight,"2018-08-29 16:00:09",0.79892,97,berserker408
89,1705712,snovik,"2018-08-29 22:00:17",0.79888,205,snovik1975
90,1856635,langzi,"2018-08-29 12:44:07",0.79887,69,q525614
91,1698025,DressedForUni,"2018-08-29 11:01:44",0.79886,289,"frefger,seanlolwut,ypm123"
92,1829515,"Andrey Kiryasov","2018-08-25 14:55:28",0.79881,66,ekydna
93,1704652,Damon,"2018-08-29 00:28:11",0.79878,12,damonchen
94,1823801,"[ods.ai] Kruegger","2018-08-28 11:48:17",0.79876,41,kruegger
95,2010684,YedaAnna,"2018-08-27 15:31:22",0.79868,17,incrediblehulk
96,1822930,yangDDD,"2018-08-18 11:16:55",0.79866,47,yangddd
97,1952916,go5paopao,"2018-08-29 21:52:04",0.79865,45,go5kuramubon
98,1703100,numb3r,"2018-08-29 11:56:25",0.79865,120,del=de45d01d454142cb
99,1789624,MLRebelde,"2018-08-29 14:19:01",0.79865,189,sandiago21
100,1809856,YiwenTang,"2018-08-29 16:44:23",0.79863,48,tonytang731
101,1753233,"Keep moving","2018-08-29 16:33:40",0.79862,123,"nklinzhiming,rmcersherry"
102,1909468,GulshanMishra,"2018-08-29 15:07:27",0.79859,12,gkmishra
103,1742330,Auxon,"2018-08-29 23:53:51",0.79858,21,"engenious,yassertabandeh"
104,1779036,"Nathaniel Maddux","2018-08-29 23:07:51",0.79857,41,nathanrm
105,1980200,one_more_layer,"2018-08-29 23:36:55",0.79855,61,"anti111,taskyn"
106,1752986,Sidore,"2018-08-29 16:02:44",0.79852,66,sidore
107,1698371,"Oleg Panichev","2018-08-29 13:29:43",0.79851,106,opanichev
108,1697441,"Intercontinental Blenders","2018-08-29 23:00:14",0.79848,472,"aharless,chauhuynh,jpmiller,kueipo,mathormad,mmotoki,nguyenbadung,nhmquang,ntrang,yyqing"
109,1702942,"Alimbekov Renat [dsmlkz]","2018-08-29 03:16:01",0.79844,19,alimbekovkz
110,1699222,NxGTR,"2018-07-30 02:10:35",0.79842,106,carloshuertas
111,1860923,轮到我上场了,"2018-08-29 23:56:32",0.79842,5,wenjiebai
112,1709239,jleecook,"2018-08-29 23:57:21",0.79841,202,jleecook
113,1886933,Sediment,"2018-08-28 17:38:01",0.79840,35,sediment
114,1825288,"Dmitry Kozlov","2018-08-29 15:31:13",0.79840,6,dkozlov
115,1739135,"Costas & Trian","2018-08-29 23:55:22",0.79840,36,"trian2018,voglinio"
116,1729838,"John Wilson","2018-08-29 04:20:20",0.79837,53,johnwilson11
117,1705600,"Holberg A/S","2018-08-29 20:07:23",0.79836,254,"christianholberg,holberg72"
118,1933060,blacksix,"2018-08-29 23:57:48",0.79833,19,blacksix
119,1772566,"dimos karaflos","2018-08-29 10:16:53",0.79833,124,dkaraflos
120,1761393,"Antoine Molas","2018-08-29 17:24:34",0.79831,194,antmolas
121,1699044,rickey,"2018-08-29 15:55:54",0.79831,24,ritsuki1227
122,1993458,"Shize Su","2018-08-27 01:42:51",0.79829,35,sushize
123,1741701,NoCreditHistory,"2018-08-29 07:48:30",0.79825,41,"mikhailelizarov,tibhar940"
124,1727615,keeeeei,"2018-08-29 23:08:04",0.79822,71,keeeeei79
125,1910701,Janos,"2018-08-28 20:44:58",0.79821,107,janosk21
126,1703667,"Kuixian Zhu","2018-06-11 23:55:09",0.79820,52,zhukuixian
127,1729033,"Wei Wu","2018-08-29 18:12:22",0.79816,384,weiwunyc
128,1717632,SimonChen,"2018-08-29 13:04:44",0.79815,26,chenshaomeng
129,1731364,DrHB,"2018-08-29 14:47:59",0.79813,229,drhabib
130,1703565,bangda,"2018-08-29 23:57:40",0.79813,146,bangdasun
131,1829562,"Srikanth M","2018-08-29 10:10:53",0.79812,10,srikanth21
132,1699705,Moro,"2018-08-27 22:21:46",0.79812,35,moromoromoro
133,1700436,logachev,"2018-07-23 20:42:34",0.79810,35,logachevpa
134,1758006,"Zhibo Zhu","2018-08-06 03:30:40",0.79810,47,zhbzhu
135,1720384,alosmn,"2018-08-28 03:19:28",0.79808,20,alosmn
136,1931216,"[ods.ai] GoldMiners","2018-08-29 22:16:32",0.79807,67,"ivanmalygin,kcostya,konyshev,lsinev,ppleskov,tearth"
137,1821372,neptune.ml,"2018-08-29 12:47:10",0.79804,179,"buabua,grzes314,jakubczakon,kkaczmarek,kstrzala,ninoko,paulinaknut,romaniukm"
138,1967430,"Xufan Zhang","2018-08-28 02:39:05",0.79803,40,zxfsheep
139,1738366,lunghino,"2018-08-29 23:52:53",0.79803,83,kennethhesse
140,1721255,"Abdellah EL MEKKI","2018-08-29 23:44:34",0.79801,14,abdellahm
141,1765091,gnevans,"2018-08-27 21:03:53",0.79800,18,gnevans
142,1710994,"John Snow","2018-08-16 02:39:25",0.79799,28,guantou
143,1699574,"wayward artisan","2018-08-29 23:17:01",0.79799,122,taniaj
144,1773332,"[Deleted] d7864393-ea46-491c-a5ea-e40a015a837e","2018-08-25 22:53:09",0.79797,54,del=4f043afc17077c94
145,1789192,kamitsu,"2018-08-29 23:54:20",0.79796,59,"gash717,kaggletoshi,nyk510,praseodymium,ykaneko1992"
146,1759188,"Wei Li","2018-08-29 23:48:18",0.79795,85,weiliices
147,1872544,"[ods.ai] banana","2018-08-28 18:40:00",0.79789,16,bananamashine
148,1702502,"[ods.ai] blend baby blend like the world is gonna end","2018-08-29 23:26:28",0.79789,38,"kromanov,okhlopkov,vykhand"
149,1890179,"God mother","2018-08-28 12:00:20",0.79788,128,"exen3995,zmn1001"
150,1741217,D&Y,"2018-08-29 12:51:03",0.79788,259,"iamforeverme,yang19870713"
151,1697749,Conquer,"2018-08-29 12:07:49",0.79784,80,"bryantli,fareise,lumia94"
152,1826294,"Nikita Gupta","2018-08-29 13:01:26",0.79783,83,"maheshdadhich,ngupta0511"
153,1760565,"[ods.ai] Musician","2018-08-29 21:57:33",0.79782,7,musician
154,1699076,Bucephalus,"2018-08-10 13:47:42",0.79782,27,bucephalus10
155,1761479,"Samrat P","2018-08-29 23:54:39",0.79780,164,samratp
156,1725612,"Ilya & Phaedrus","2018-08-29 19:20:46",0.79780,257,"ilyaboytsov,pheadrus"
157,1721309,"Universal optimum","2018-08-29 19:08:09",0.79779,161,"vadymsg,weikulish"
158,1706427,yilisg,"2018-08-29 16:37:28",0.79777,53,yilihome
159,1986050,"kes | Glib Kechyn","2018-08-29 22:03:22",0.79777,56,kesjien
160,1735410,"y_test is all we need :)","2018-08-29 17:07:06",0.79773,205,"alstromeria,frednavruzov,willkoehrsen"
161,1752342,Eason.Chen,"2018-08-29 16:57:02",0.79773,56,hellowolf
162,1732310,"90 Days Past Due","2018-08-28 16:28:04",0.79772,71,"danbryan,del=bed40e702883ae17"
163,1980416,DavidGbodiOdaibo,"2018-08-29 20:41:55",0.79769,23,godaibo
164,1990263,"Nikita Mcowey ","2018-08-29 20:09:27",0.79767,48,unix0id
165,1704179,raindou,"2018-08-19 01:50:24",0.79765,100,raindou
166,1812801,"M    T    O","2018-08-29 14:10:20",0.79764,226,"amaotone,hidehisaarai1213,nnq2508,ryookd,shinzis,sugawarya"
167,1704518,propro,"2018-08-27 14:54:59",0.79763,167,"marshi,nel215,tek1031"
168,1697475,"Pedro Schoen","2018-08-28 00:49:55",0.79762,109,pedroschoen
169,1811576,:D,"2018-08-29 23:58:29",0.79762,182,"cashfeg,guchio3,kikusato,mtfall,nardtree,yoichi7yamakawa"
170,1876212,"Bohui Farm","2018-08-28 15:12:33",0.79761,65,"striderl,yangmexi,yomikai33"
171,1841236,"Peter Guo","2018-08-26 20:48:44",0.79759,21,peterg91
172,1779801,i-aki.y,"2018-08-15 01:48:50",0.79756,8,ishicamo
173,1734606,"Rex Zhou","2018-08-29 16:26:02",0.79756,31,mendme
174,2008746,"Award Anshuman","2018-08-27 10:12:05",0.79754,10,sladewilson9001
175,1724729,Bless!!!,"2018-08-29 23:54:48",0.79754,111,yiheng
176,1697381,yentianbao,"2018-08-29 09:24:48",0.79753,155,yentianbao
177,1770581,"Jared Turkewitz","2018-08-15 04:33:35",0.79752,19,jturkewitz
178,1711030,"Second poteau Pavard OHHHH","2018-08-29 22:59:00",0.79752,207,"teitlax,wngauv"
179,1704803,xiaoteam,"2018-08-27 06:54:01",0.79749,432,"abednadir,adamsfei,littlebean,sz8416"
180,1823557,"Ching-Loong Seow","2018-08-29 23:13:38",0.79748,66,chingloong
181,1741402,"Overtrained Students","2018-08-29 20:58:48",0.79747,61,"rasoolsbz,samzabihi"
182,1905901,"[Deleted] 096e060d-da47-43ce-afdb-565d7257ef85","2018-08-29 16:30:07",0.79746,21,del=86a883dd80f3d8a1
183,1709509,"Abhimanyu Dikshit","2018-08-29 18:18:50",0.79746,149,"abhimanyud,yimacs"
184,1723248,HomeCredit,"2018-08-26 08:07:57",0.79745,94,"gangak2,sunmoon"
185,1793992,eat_hotpot,"2018-08-29 01:00:44",0.79744,38,"angelayy,ramonaren"
186,1703979,"Lex Toumbourou","2018-08-29 12:49:59",0.79744,103,lextoumbourou
187,1714055,emarcano,"2018-08-24 16:36:23",0.79743,44,eddie718
188,1768112,今天刚开始做,"2018-06-27 04:35:53",0.79743,39,ys19931006
189,1985223,"Denis Medyantsev","2018-08-29 07:28:54",0.79742,24,denisvm
190,1702354,imant,"2018-08-29 19:55:05",0.79740,52,imantd
191,1702744,"Thomas Hoffmann","2018-08-27 00:45:52",0.79740,81,thoffma
192,1757558,That_Dude,"2018-08-29 16:03:02",0.79739,104,topggxiao
193,1718385,Metricas,"2018-08-28 09:52:04",0.79739,171,"kansukehabano,tayataya,tkm2261"
194,1880922,"Yinxiao Li","2018-08-29 22:36:03",0.79738,41,liyinxiao
195,1750699,GaoYL,"2018-08-29 16:14:59",0.79734,123,kqdmqx
196,1789731,MakingMoneyforGPU,"2018-08-29 03:06:32",0.79732,44,"allen505378,yunruili"
197,1722080,"Chicken Dinner","2018-07-30 09:25:55",0.79731,62,"haoyiji,w625009392,zhuzhu8947"
198,2010707,onceagain,"2018-08-26 14:07:32",0.79731,8,l18707991006
199,1784705,orikagkag,"2018-06-17 09:29:12",0.79731,6,orikagkag
200,1697767,"Darkhan Nurakhmetov","2018-08-29 09:55:48",0.79730,44,hoogleraar
201,1714477,ismail,"2018-08-29 21:49:50",0.79729,9,ismailklc
202,1698483,"Fætter Guf","2018-08-29 19:59:57",0.79729,43,itushro
203,1708449,MH.Feng,"2018-08-29 15:41:52",0.79728,60,qiuffeng
204,1822386,lfcpeng17,"2018-08-29 23:47:54",0.79727,58,lfcpeng17
205,1765983,"[ods.ai] il_buono","2018-08-29 15:39:03",0.79727,188,olegakimov
206,1870494,"João Carlota","2018-08-29 18:07:55",0.79726,9,buguix
207,1820359,"Pietro Marinelli","2018-08-28 23:30:27",0.79723,116,"pietromarinelli,poohtls"
208,1723551,"Anton Lytyakov","2018-08-26 18:52:16",0.79722,131,lytyakov
209,1859255,"Kent AI Laboratory","2018-08-25 07:05:52",0.79722,27,"alexanderliao,jiajunmao,somnisight"
210,1700060,"Thomas SELECK | Fabienvs","2018-08-22 21:42:14",0.79721,28,"fabienvs,thomasseleck"
211,1699386,tamreff3290,"2018-08-25 11:45:48",0.79721,147,tamreff3290
212,1834902,"Yevhen Semanyuk","2018-08-29 23:52:41",0.79720,43,yevhensemanyuk
213,1920129,Nirvanada,"2018-08-23 07:30:26",0.79720,38,nirvanada
214,1742222,Grudniu.K,"2018-08-24 06:07:10",0.79717,6,grudniu
215,1917973,"lost in translation","2018-08-29 18:25:00",0.79716,78,"etissandier,othmanel"
216,1737923,VKim,"2018-08-28 07:13:35",0.79716,24,bobbykim31
217,2007299,"toshiyuki sakai","2018-08-29 13:49:15",0.79711,45,slt666666
218,1732622,"[ods.ai] sggpls","2018-08-29 23:31:08",0.79708,130,sggpls
219,1698367,FJRT,"2018-08-28 14:38:16",0.79708,159,"cogitae,fabiendaniel,johnrouge,reynaldriviere"
220,1706425,Dromosys,"2018-08-27 10:45:14",0.79706,138,dromosys
221,1856764,AiKho,"2018-08-07 07:14:11",0.79706,11,khandd
222,1919955,young_for_you,"2018-08-29 12:47:32",0.79706,77,"mahluo,sfx7rail,smokerx,wh1tezzz,yingxi320"
223,1718492,yuyang,"2018-08-27 03:20:43",0.79705,47,aptx4869yuyang
224,1831142,ksaw,"2018-08-29 22:54:07",0.79704,32,ksawada
225,1747546,Pandas,"2018-08-26 20:08:34",0.79703,55,"guanzhe9112,panpan7967,xifanwang,yanjunyang,yunsongzhang"
226,1699089,"Gökhan OKUMUŞ","2018-08-27 17:16:43",0.79702,146,okumusg
227,1701143,keepGYX,"2018-08-24 08:32:24",0.79701,18,xygkeep
228,1932364,"M & N","2018-08-28 13:23:15",0.79700,43,"mtaghdimi,nastaran86"
229,1795025,verginpress,"2018-08-19 04:07:52",0.79700,10,verginpress
230,1713638,来福士16楼菜鸡小队,"2018-08-22 12:19:36",0.79699,95,"cage666,feidashi"
231,1779315,"T Flana","2018-08-29 00:44:35",0.79696,172,tflana
232,1713637,hanbinpang,"2018-08-17 19:07:25",0.79696,64,hooblix
233,1697719,OgushiMasaya,"2018-08-29 20:45:05",0.79696,132,snowgushi
234,1749928,kimi,"2018-08-29 21:54:35",0.79694,72,xiekimi1990
235,1793001,吃成长快乐啦,"2018-08-29 23:18:24",0.79693,25,q393754502
236,1862100,starhao,"2018-08-29 23:21:22",0.79690,51,starhao
237,1699526,"Anirudh Raghavan","2018-08-29 21:15:28",0.79688,94,anirag
238,1842190,"best RT team in da world maybe ever","2018-08-29 17:18:21",0.79688,12,"canorbal,dmitriyab,konagmo"
239,1940780,JeffJeffJeff,"2018-08-29 23:48:03",0.79687,112,"gshchen,houjinxin,liliyayaqiqi"
240,1730845,ebudia,"2018-08-26 09:44:54",0.79685,134,ebudia
241,1724623,redd,"2018-08-27 23:54:06",0.79683,41,numb3rs
242,1701809,Revolver,"2018-08-28 21:03:18",0.79683,57,naveenkb
243,1704184,"Spencer Uresk","2018-08-26 16:19:05",0.79682,228,suresk
244,1815591,Johay,"2018-08-29 19:06:39",0.79681,10,joohayon
245,1943408,MLlotus,"2018-08-29 01:22:56",0.79680,49,mllotus
246,1698368,DSS_Kaggle_Club,"2018-08-29 20:49:57",0.79678,42,"hrappuccino,junota,maruyama,skawasoe,yukari17"
247,1873475,"Dire Nuthatch","2018-08-29 12:24:25",0.79675,30,zetianl18
248,1699707,"Peter Klauke","2018-08-29 22:35:22",0.79674,29,pepeeee
249,1788609,itdxer,"2018-08-04 15:19:21",0.79673,92,itdxer
250,1900496,天高任鸟飞,"2018-08-29 11:19:39",0.79669,35,"christoperlove,fsq918"
251,1972597,"Mike Smith","2018-08-29 03:58:17",0.79669,42,zhanghai
252,1850133,lauri,"2018-08-28 00:51:22",0.79669,47,lauri233
253,1996007,ode,"2018-08-29 03:29:44",0.79668,17,odynoob
254,1699935,FrLi,"2018-08-18 23:00:16",0.79668,102,yjsgcjdfz123
255,1970511,jdcom,"2018-08-29 14:46:10",0.79666,112,"dongyuxin,eonwinner,sunxu1,xionger"
256,1731274,JulienAudibert,"2018-08-24 14:42:55",0.79665,87,julienau
257,1908727,zhongtian,"2018-08-29 15:41:35",0.79664,88,kmtbang
258,1700104,"Nikita Kozodoi","2018-08-29 12:50:02",0.79662,50,kozodoi
259,1705474,sap3,"2018-08-29 17:27:34",0.79662,18,sapr3s
260,1701869,toshiki,"2018-08-29 14:42:22",0.79662,100,tiginkgo
261,1759049,"Dominik Matula","2018-08-29 21:54:58",0.79661,36,doxxik
262,1708465,"TrailBlazers ~ Leaving a Trail ;)","2018-08-25 04:10:25",0.79661,240,"burrito,ravijeet"
263,1715547,"D2C Inc.","2018-08-28 02:19:45",0.79659,54,"correctoryui,masabe1380,tyoshii,ysdtsy"
264,1702303,JYLFamily,"2018-07-27 08:08:51",0.79659,36,jylfam
265,1779910,Mazic4,"2018-08-06 15:53:19",0.79659,11,mazic4
266,1697621,Iwill4,"2018-08-03 00:42:00",0.79659,92,iwill4
267,1824626,hayyoshi,"2018-08-03 03:57:38",0.79659,18,hayyoshi
268,1897517,vclearn,"2018-08-13 06:41:37",0.79659,29,vclearn
269,1996618,"Sergei Posysaev","2018-08-17 11:24:31",0.79659,1,cooller22
270,1973043,jglgl,"2018-08-28 08:22:06",0.79659,32,jiangl761
271,1766917,"Nickolay Safronov","2018-08-29 12:44:18",0.79659,50,bfishh
272,1804049,CrazyLad,"2018-08-23 03:36:41",0.79658,27,gurpreet25
273,1751900,wilan,"2018-08-08 22:16:02",0.79658,49,wilanw
274,1707806,"Qile Tan","2018-08-26 20:50:54",0.79657,62,qiletan
275,1779997,DSDG,"2018-08-29 23:46:50",0.79654,83,"matlab,radnado"
276,1697849,"Anzor Berezgov","2018-08-29 23:07:50",0.79653,100,beanz7
277,1879533,finetuned,"2018-08-29 17:53:52",0.79651,117,manu845
278,1857892,"Icfstat - Extra Mile - Peru","2018-08-29 23:43:29",0.79651,95,icfstat
279,1788940,"Josef Semera","2018-08-29 23:31:01",0.79649,76,semera
280,1995598,"Team 4AM","2018-08-29 02:48:46",0.79648,37,giantcroc
281,1698057,"M Hendra Herviawan","2018-08-28 10:35:18",0.79648,82,hendraherviawan
282,1755086,"i have no idea","2018-08-29 14:20:54",0.79648,19,sevenddb
283,1698028,quantumgeek,"2018-08-27 17:21:45",0.79646,47,yk1598
284,1787493,"Will May","2018-08-29 06:09:41",0.79646,84,willmay
285,1742565,Tilii,"2018-08-29 23:53:06",0.79645,76,tilii7
286,1967543,"Alex Caveny","2018-08-29 22:59:10",0.79644,5,del=98a4a7653905ef4c
287,1713467,rookzeno,"2018-08-29 23:56:28",0.79642,10,rookzeno
288,1853676,Sam_,"2018-08-20 00:58:05",0.79641,14,thespacor
289,1715724,Aadan,"2018-08-29 05:38:16",0.79641,34,aadan2017
290,1904916,Appian,"2018-08-29 21:36:36",0.79640,57,appian
291,1717960,"Gipsy Danger","2018-08-29 20:35:45",0.79640,30,sdarmawan
292,1704337,"Marnix Koops","2018-08-26 10:23:06",0.79639,110,marnixk
293,1703477,TeraFlops,"2018-08-29 20:41:54",0.79638,20,sekrier
294,1752580,Patrick0815,"2018-08-24 09:42:20",0.79637,33,patrick0815
295,1734478,"[ods.ai] Ann Antonova","2018-08-24 06:04:11",0.79637,141,aantonova
296,1848950,del2z,"2018-08-29 08:00:10",0.79637,59,del2zi
297,1831108,krishnak,"2018-08-29 03:05:45",0.79636,33,krishnakesavan
298,1907280,1percent,"2018-08-29 18:57:30",0.79635,25,"bowenguo,seisinv,zhangming66260"
