Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
60,1987765,"[ods.ai] Phoenix","2018-08-29 23:02:01",0.80636,99,"amirsanzhar,amorgun,artgor,bolkonsky,chislov,dempton,dremovd,ilivans,insaff,leoromanovich,maksimovka,mlenzovet,mormaks,ofvofv,olegtimofeev,seasons4,sharthz23,t0temus,tenich,wispzero"
61,1699222,NxGTR,"2018-07-30 02:10:35",0.80632,106,carloshuertas
62,1744384,Justfor,"2018-08-29 22:46:29",0.80629,23,justfor
63,1711030,"Second poteau Pavard OHHHH","2018-08-29 22:59:00",0.80627,207,"teitlax,wngauv"
64,1711804,"Davut Polat","2018-08-29 23:05:02",0.80626,13,davutpolat
65,1732622,"[ods.ai] sggpls","2018-08-29 23:31:08",0.80624,130,sggpls
66,1809856,YiwenTang,"2018-08-29 16:44:23",0.80622,48,tonytang731
67,1750699,GaoYL,"2018-08-29 16:14:59",0.80621,123,kqdmqx
68,1704386,ShusenTang,"2018-08-29 15:38:05",0.80620,78,tangss
69,1703501,wuxz,"2018-08-29 05:01:36",0.80614,228,xinziwu
70,1986050,"kes | Glib Kechyn","2018-08-29 22:03:22",0.80613,56,kesjien
71,1731764,"One for All","2018-08-28 19:45:24",0.80613,95,shubhinderrana
72,1705712,snovik,"2018-08-29 22:00:17",0.80613,205,snovik1975
73,2006217,tensorX,"2018-08-04 15:30:10",0.80611,26,"del=3107bc359fa5354a,del=cbb45c7b8badcee4,del=f85908971e6f827b,haameed,hoyiya"
74,1990263,"Nikita Mcowey ","2018-08-29 20:09:27",0.80610,48,unix0id
75,1739341,littlelight,"2018-08-29 16:00:09",0.80610,97,berserker408
76,1704652,Damon,"2018-08-29 00:28:11",0.80602,12,damonchen
77,1780196,Makotu,"2018-08-29 23:12:07",0.80602,19,mhyodo
78,1966935,"Nat Bel ML Fun","2018-08-29 23:44:32",0.80602,92,natbel4ml
79,1697213,"seagull, Adri and Tomoyo","2018-08-29 16:50:10",0.80599,430,"fangao,guziye,tita1708"
80,1703434,"Harish ","2018-08-29 23:46:25",0.80594,218,vharish23
81,1880922,"Yinxiao Li","2018-08-29 22:36:03",0.80593,41,liyinxiao
82,1709509,"Abhimanyu Dikshit","2018-08-29 18:18:50",0.80589,149,"abhimanyud,yimacs"
83,1715036,hmdhmd,"2018-08-29 23:34:52",0.80587,167,hmdhmd
84,1981248,AI_show,"2018-08-29 10:15:49",0.80585,50,"dzkd1768,shihailong2010,syl5498"
85,1904916,Appian,"2018-08-29 21:36:36",0.80580,57,appian
86,1723248,HomeCredit,"2018-08-26 08:07:57",0.80579,94,"gangak2,sunmoon"
87,1698025,DressedForUni,"2018-08-29 11:01:44",0.80579,289,"frefger,seanlolwut,ypm123"
88,1830661,[Hanlon.ai],"2018-08-27 04:29:02",0.80578,49,"linendsound,sheboke93"
89,1825721,kenmatsu4,"2018-08-29 23:51:53",0.80577,124,kenmatsu4
90,1730871,Tom57,"2018-08-29 11:58:21",0.80576,96,thomastilli
91,1925522,ZZKAJ,"2018-08-29 15:23:42",0.80576,32,"youer3turn,zzkaj01"
92,1860273,bingo0408,"2018-08-28 22:34:58",0.80574,15,"bingo0408,jarvis1293"
93,1711610,wl_team,"2018-08-28 14:47:53",0.80573,77,"marrvolo,propower"
94,1741701,NoCreditHistory,"2018-08-29 07:48:30",0.80572,41,"mikhailelizarov,tibhar940"
95,1793992,eat_hotpot,"2018-08-29 01:00:44",0.80572,38,"angelayy,ramonaren"
96,1760439,liuguobin,"2018-08-29 06:02:14",0.80570,40,lgb12356
97,1713638,来福士16楼菜鸡小队,"2018-08-22 12:19:36",0.80569,95,"cage666,feidashi"
98,1770099,"Masato Matsui","2018-08-29 13:51:30",0.80569,146,masatomatsui
99,1703973,Sridhar,"2018-08-29 23:12:49",0.80569,70,sridhark8
100,1702337,Korra,"2018-08-29 14:20:33",0.80568,37,avatarkorra
101,1779997,DSDG,"2018-08-29 23:46:50",0.80568,83,"matlab,radnado"
102,1787493,"Will May","2018-08-29 06:09:41",0.80568,84,willmay
103,1735410,"y_test is all we need :)","2018-08-29 17:07:06",0.80564,205,"alstromeria,frednavruzov,willkoehrsen"
104,1703477,TeraFlops,"2018-08-29 20:41:54",0.80563,20,sekrier
105,1704518,propro,"2018-08-27 14:54:59",0.80563,167,"marshi,nel215,tek1031"
106,1970511,jdcom,"2018-08-29 14:46:10",0.80562,112,"dongyuxin,eonwinner,sunxu1,xionger"
107,1714249,Nooh,"2018-08-29 04:24:55",0.80562,95,nuhsikander
108,1967130,爱睡觉,"2018-08-29 12:48:18",0.80560,194,"action,genggeng,hadxu123,sunshinebot,terminator1306,xlxjxjx,yangwangsmile"
109,1877952,kztech,"2018-08-27 21:44:55",0.80559,78,"jinghai,kztech,luocanfeng"
110,1761479,"Samrat P","2018-08-29 23:54:39",0.80558,164,samratp
111,1827953,vhessel,"2018-08-29 22:52:30",0.80556,25,vhessel
112,1703565,bangda,"2018-08-29 23:57:40",0.80556,146,bangdasun
113,1726940,"bankers gonna bank","2018-08-29 10:45:08",0.80555,47,bartekp
114,1725541,"Faucet Stopper","2018-08-28 14:58:48",0.80554,55,"cosmoskaen,eitarox,junyasato,yyoshiaki"
115,1764573,Rabaaoui_Thamer,"2018-08-14 12:26:41",0.80552,29,rpygamer
116,1717814,Shubinglin,"2018-07-28 12:48:40",0.80550,92,shubinglin
117,1783608,"Ft Zhang","2018-08-29 08:49:42",0.80550,47,buaack
118,1739135,"Costas & Trian","2018-08-29 23:55:22",0.80550,36,"trian2018,voglinio"
119,1706425,Dromosys,"2018-08-27 10:45:14",0.80549,138,dromosys
120,1856282,hackHomeCredit,"2018-08-05 22:02:59",0.80549,43,"meli19,qinhui1999"
121,1717632,SimonChen,"2018-08-29 13:04:44",0.80549,26,chenshaomeng
122,1831901,bmci,"2018-08-29 23:40:06",0.80549,25,bmcinnovo
123,1699248,"Igor Praznik","2018-08-29 18:12:19",0.80548,129,praznik
124,1903375,FakeCat,"2018-07-22 02:35:10",0.80548,7,fakecat
125,1996007,ode,"2018-08-29 03:29:44",0.80546,17,odynoob
126,1709459,gavrand,"2018-08-26 15:02:38",0.80546,17,agavranis
127,1704803,xiaoteam,"2018-08-27 06:54:01",0.80546,432,"abednadir,adamsfei,littlebean,sz8416"
128,1790159,[ods.ai]BankersTeam,"2018-08-29 23:44:01",0.80546,61,"anssar,dreamsky,jasfex"
129,2003583,"Sicong Chen","2018-08-29 14:03:38",0.80546,78,"cscruc,yuhaichina"
130,1704337,"Marnix Koops","2018-08-26 10:23:06",0.80545,110,marnixk
131,1851605,richinmind,"2018-08-29 10:39:51",0.80545,21,richinmind
132,1734606,"Rex Zhou","2018-08-29 16:26:02",0.80544,31,mendme
133,1699574,"wayward artisan","2018-08-29 23:17:01",0.80544,122,taniaj
134,1743965,"I'm fool I'll try","2018-07-30 11:32:38",0.80541,22,ink1314
135,1829925,x0x0w1,"2018-08-29 20:21:04",0.80541,36,x0x0w1
136,1707767,FinLab,"2018-08-29 11:14:39",0.80540,142,"eovil246o1,marymoni,mks1991"
137,1832719,Aljaž,"2018-08-26 19:32:48",0.80540,50,aljaz91
138,1699707,"Peter Klauke","2018-08-29 22:35:22",0.80540,29,pepeeee
139,1955886,nishkgp,"2018-08-29 19:58:15",0.80539,17,nishkgp
140,1826327,"Not again","2018-08-15 18:54:06",0.80539,22,akarshrajsingh
141,2010150,ikeuchy,"2018-08-29 23:09:24",0.80538,35,ikeuchy
142,1700436,logachev,"2018-07-23 20:42:34",0.80538,35,logachevpa
143,1926744,WYGOGO,"2018-08-29 01:30:32",0.80537,42,wangyugogo
144,1825917,"2e Consulting","2018-08-29 23:57:14",0.80537,84,"actto8290,jacobgreen4477"
145,1809180,"[ods.ai] Ruslan  Talipov","2018-08-29 14:25:05",0.80537,28,rooshroosh
146,1728205,"[ods.ai] Denys Cherevyk","2018-08-29 15:42:13",0.80537,129,denychaen
147,1697767,"Darkhan Nurakhmetov","2018-08-29 09:55:48",0.80537,44,hoogleraar
148,1746274,shanzi,"2018-08-03 04:05:07",0.80536,63,shanzi
149,1702502,"[ods.ai] blend baby blend like the world is gonna end","2018-08-29 23:26:28",0.80536,38,"kromanov,okhlopkov,vykhand"
150,1785573,"satoshi bando","2018-08-12 14:37:32",0.80536,30,hataraita
151,1698057,"M Hendra Herviawan","2018-08-28 10:35:18",0.80535,82,hendraherviawan
152,1789064,davidwakupe,"2018-08-25 00:37:09",0.80535,15,davidwakupe
153,1731274,JulienAudibert,"2018-08-24 14:42:55",0.80535,87,julienau
154,1878463,恰似飞鸿踏雪泥,"2018-08-29 00:21:23",0.80535,117,"donggua2233,huahuang,jieli1024,kehan0222"
155,1765983,"[ods.ai] il_buono","2018-08-29 15:39:03",0.80535,188,olegakimov
156,1722080,"Chicken Dinner","2018-07-30 09:25:55",0.80533,62,"haoyiji,w625009392,zhuzhu8947"
157,1745212,[ods.ai]OneWeekForWin,"2018-08-29 13:58:56",0.80533,17,"m1ckyro5a,martinid"
158,1699089,"Gökhan OKUMUŞ","2018-08-27 17:16:43",0.80533,146,okumusg
159,1738682,"git push or die trying","2018-08-22 23:54:59",0.80532,122,"bilou12,flaviengelineau,levantuan2312,mansourch"
160,1932874,"Chris Barcelon","2018-08-29 00:40:27",0.80532,74,cbarcelon
161,1701869,toshiki,"2018-08-29 14:42:22",0.80530,100,tiginkgo
162,1907280,1percent,"2018-08-29 18:57:30",0.80530,25,"bowenguo,seisinv,zhangming66260"
163,1851594,U023,"2018-08-29 21:44:44",0.80530,29,ryutek
164,1713467,rookzeno,"2018-08-29 23:56:28",0.80530,10,rookzeno
165,2005144,jimmytest,"2018-08-24 03:27:55",0.80530,17,jimmytest
166,1742565,Tilii,"2018-08-29 23:53:06",0.80529,76,tilii7
167,1775716,chiang,"2018-08-29 01:40:21",0.80527,12,ak2400
168,1710833,LUsir,"2018-08-29 07:09:03",0.80527,24,"dedekinds,jiayingliu,mingfuliang"
169,1780767,vecxoz,"2018-08-29 18:27:05",0.80526,187,vecxoz
170,1734797,simplejulian,"2018-08-29 14:20:24",0.80526,79,julian77735
171,1712238,"DBi Germany","2018-08-29 14:45:13",0.80526,434,"slavax,springmanndaniel"
172,1699526,"Anirudh Raghavan","2018-08-29 21:15:28",0.80526,94,anirag
173,1905587,ZeroCode,"2018-08-28 19:28:52",0.80526,189,"bellman82,mahdibaghbanzadeh,mejigol,saeedt2977"
174,1773332,"[Deleted] d7864393-ea46-491c-a5ea-e40a015a837e","2018-08-25 22:53:09",0.80526,54,del=4f043afc17077c94
175,1958639,"Adel Valiullin","2018-08-29 23:45:45",0.80525,30,mystery
176,2009588,"Eduardo Rocha de Andrade","2018-08-29 23:14:54",0.80524,19,arc144
177,1726908,"Eric Oakley","2018-08-29 22:22:37",0.80524,5,eoakley
178,1812555,HaveFun,"2018-08-28 16:09:57",0.80524,74,"klshang81,maggie1"
179,1719891,"Saurabh Kumar","2018-08-24 07:00:34",0.80524,160,saurabh502
180,1987521,"[ods.ai] Dmitry Volkov","2018-08-29 23:20:25",0.80524,38,dsvolkov
181,1716026,"Last day ensemblers","2018-08-29 22:41:39",0.80523,164,"lumaxy,tjbhdata"
182,1744542,"[ods.ai] km_13","2018-08-29 23:14:18",0.80523,32,"dianapuzanava,kkristina,smolsnastya"
183,1774411,Mungos,"2018-08-26 20:52:57",0.80522,32,mungos
184,1977553,y-cap,"2018-08-29 09:32:58",0.80522,30,"aakar19,aaqib08,keshavkumar"
185,1721056,"Pavel Svintsov","2018-08-29 08:49:16",0.80521,20,devowl
186,1706302,"Type III Error","2018-08-29 15:09:20",0.80520,15,reverie2018
187,1782700,"Anshul Rai","2018-08-29 23:56:29",0.80520,70,anshulrai
188,1705307,differentialmind,"2018-08-27 21:18:14",0.80519,70,differentialmind
189,1997459,Alessia,"2018-08-29 21:05:20",0.80519,12,alessiajs
190,1869097,dlerch,"2018-08-29 19:41:47",0.80518,97,daniellerch
191,1727615,keeeeei,"2018-08-29 23:08:04",0.80518,71,keeeeei79
192,1702834,"Mark Peng","2018-08-29 13:18:07",0.80516,51,markpeng
193,1706078,KartikKannapur,"2018-08-11 21:20:26",0.80516,141,kartikkannapur
194,1907274,yukiya,"2018-08-29 09:38:12",0.80516,24,nyleve
195,1788609,itdxer,"2018-08-04 15:19:21",0.80516,92,itdxer
196,1750643,"skr skr skr skr skr skr skr skr","2018-08-29 01:49:06",0.80516,57,xwan254
197,1829515,"Andrey Kiryasov","2018-08-25 14:55:28",0.80514,66,ekydna
198,1880185,"Aleksei Solovev","2018-08-29 12:50:46",0.80514,26,alekseisolovev
199,1897251,"Andrii Gogniat","2018-08-29 22:39:17",0.80514,16,gacoger
200,1880841,CRaymond,"2018-08-29 16:57:46",0.80513,3,craymond
201,1737581,"Igor Iwaskiv","2018-08-29 18:42:16",0.80513,141,windsurfer
202,1702688,KeysChang,"2018-08-29 05:38:57",0.80512,124,keyschang
203,1746232,"[ods.ai] Mishunyayev Nikita","2018-08-29 16:51:04",0.80511,62,mnikita
204,1840278,"Kazufumi Suzuki","2018-08-29 12:52:25",0.80511,23,kz23szk
205,1996916,igeti,"2018-08-29 22:55:48",0.80510,10,igetii
206,1776222,"Dortmunder Jungs","2018-08-29 19:29:51",0.80509,111,"fangduan,huang2017"
207,1793872,"Sherlocks of Finance","2018-08-29 23:58:13",0.80509,22,"afajohn,sametmarasli"
208,1854256,"Zito Relova","2018-08-29 05:48:24",0.80508,23,zitorelova
209,1892589,"Florian Laroumagne","2018-08-29 18:50:41",0.80508,28,laroumagne
210,1770397,Langn,"2018-08-29 08:30:57",0.80508,65,"egger33,kaysashaw,zer0tas"
211,1698028,quantumgeek,"2018-08-27 17:21:45",0.80507,47,yk1598
212,1935723,wasatch,"2018-08-29 16:27:31",0.80505,14,wasatch
213,1809916,chi_moveon,"2018-08-29 16:18:53",0.80505,27,"chi7moveon,hjd38144661,lblhandsome,tonlyli,walterhong,zhangqq"
214,1807001,AI来了好怕怕,"2018-08-10 09:23:01",0.80504,10,gammag
215,1930485,road2master,"2018-08-24 13:16:10",0.80504,17,"longyin2,runningz"
216,1860905,kayhan&ramazan,"2018-08-26 00:08:48",0.80504,93,"akgunramazan,emtiger"
217,2006609,longdonjack,"2018-08-29 14:01:27",0.80503,11,jacklongdon
218,1699115,vec,"2018-08-27 06:20:29",0.80502,179,"alexstr,stasvr"
219,1715191,Scirpus,"2018-08-29 06:34:37",0.80502,234,scirpus
220,1781596,"Bhaskar Rao","2018-08-28 19:40:02",0.80502,2,bhaskarrao5111
221,1913850,chicm,"2018-08-29 04:48:07",0.80502,11,idv2005
222,1714703,"The Three Caballeros","2018-08-29 19:25:30",0.80502,66,"konradb,mpearmain,sudalairajkumar"
223,1804049,CrazyLad,"2018-08-23 03:36:41",0.80501,27,gurpreet25
224,1738366,lunghino,"2018-08-29 23:52:53",0.80499,83,kennethhesse
225,1704333,heihei,"2018-08-29 06:56:21",0.80499,126,sg199109
226,1708485,Feng,"2018-08-26 15:04:45",0.80496,179,wangyoucao1234
227,1718492,yuyang,"2018-08-27 03:20:43",0.80495,47,aptx4869yuyang
228,1724623,redd,"2018-08-27 23:54:06",0.80495,41,numb3rs
229,1703979,"Lex Toumbourou","2018-08-29 12:49:59",0.80495,103,lextoumbourou
230,1811614,"Lucas Gago","2018-08-29 19:44:37",0.80494,13,gagolucasm
231,1702228,ysaz,"2018-08-14 20:45:28",0.80493,81,imanazas
232,1945045,Hosuke,"2018-08-24 13:19:20",0.80493,8,hosuke
233,1986992,"Andrew Shevelev","2018-08-29 23:45:14",0.80493,20,andrewshevelev
234,1882094,"Jihang Zhang","2018-08-29 18:05:49",0.80492,25,jihangz
235,1831108,krishnak,"2018-08-29 03:05:45",0.80492,33,krishnakesavan
236,1718603,"Lukasz Grad","2018-08-29 20:29:02",0.80492,38,lukeeee
237,1697254,hc,"2018-08-15 01:49:50",0.80492,29,zhugds
238,1711944,Enrion,"2018-08-29 19:58:02",0.80491,55,"davidklein,kaisabdelkhalek,lfiedler,maximilianhahn"
239,1852469,"Toàn Lê","2018-08-29 07:27:43",0.80490,36,toanle
240,1987798,arccosmos,"2018-08-27 13:46:02",0.80489,16,arccosmos
241,1729746,"The Boundless Balloon","2018-08-24 01:42:30",0.80489,40,"hanon52,hirotoshi,junjungoal,kokinow,tomotomo5"
242,1882210,"Ryuichi Ishikawa","2018-08-15 01:07:37",0.80488,21,ryuichigt
243,1836966,popyy0101,"2018-08-29 06:47:01",0.80488,24,popyy0101
244,1987941,0-0,"2018-08-29 00:31:04",0.80487,7,"jlshen2011,lindas"
245,1853161,Surprise,"2018-08-29 22:51:39",0.80487,199,"haochensui,herlobster,mingrl,shuozhang"
246,1804491,Fenglv,"2018-08-29 18:13:19",0.80486,54,yongfenglia
247,1789731,MakingMoneyforGPU,"2018-08-29 03:06:32",0.80486,44,"allen505378,yunruili"
248,1698779,"[ods.ai] Lyalikov Artyom","2018-08-15 07:44:22",0.80486,96,timon88
249,1788735,neongen,"2018-08-20 11:38:25",0.80485,29,neongen
250,1944213,TH2,"2018-08-25 05:57:54",0.80485,23,"bonsen,chimyt,hushaohan1121,nut7187"
251,1830935,"Jithu R Jacob","2018-08-27 05:26:05",0.80485,12,jithurjacob
252,1810809,"Aidan Keeshan","2018-08-08 15:38:24",0.80485,8,keeshanam
253,1836768,Bcottman,"2018-08-28 20:41:07",0.80484,8,bcottman
254,1793001,吃成长快乐啦,"2018-08-29 23:18:24",0.80483,25,q393754502
255,1715311,"Taka Ishikawa","2018-08-29 20:35:12",0.80483,66,takaishikawa
256,1787240,"Bad Code","2018-08-29 07:34:06",0.80483,7,"kunlin,left22right"
257,1893203,zxasd131,"2018-08-26 03:27:24",0.80483,6,zxasd131
258,1927434,ferrari_458,"2018-08-29 16:26:52",0.80483,10,vinayraod
259,1721309,"Universal optimum","2018-08-29 19:08:09",0.80483,161,"vadymsg,weikulish"
260,2008687,"kaggle on weekends","2018-08-29 15:47:02",0.80482,26,yezhengyuan
261,1783482,"Tian Tian","2018-08-14 07:34:32",0.80482,43,frollotian
262,1711018,sxzircon,"2018-08-29 23:01:07",0.80481,25,sxzircon
263,1890179,"God mother","2018-08-28 12:00:20",0.80481,128,"exen3995,zmn1001"
264,1700366,"Amit Kumar Jaiswal","2018-08-11 18:19:35",0.80479,99,"amitkumarjaiswal,vovasasha"
265,1712313,"Sergey Zhitansky","2018-08-29 20:47:11",0.80479,69,szhitansky
266,1725302,"Moiz Saifee","2018-08-29 09:57:14",0.80477,13,moizsaifee
267,1911293,ArtiPyHeart,"2018-08-27 00:35:52",0.80476,24,wwwyqy618
268,1856635,langzi,"2018-08-29 12:44:07",0.80475,69,q525614
269,1985223,"Denis Medyantsev","2018-08-29 07:28:54",0.80475,24,denisvm
270,1730183,Baku,"2018-07-31 14:33:36",0.80475,73,"backaggle,tmhung"
271,1745943,ishigen,"2018-08-29 13:59:06",0.80475,75,ishimotoyoshitake
272,1862100,starhao,"2018-08-29 23:21:22",0.80475,51,starhao
273,1754661,john159151,"2018-08-29 23:40:49",0.80475,35,john159151
274,1715547,"D2C Inc.","2018-08-28 02:19:45",0.80475,54,"correctoryui,masabe1380,tyoshii,ysdtsy"
275,1745059,"Pascal Hulot","2018-08-29 20:04:23",0.80475,250,phul65
276,1707806,"Qile Tan","2018-08-26 20:50:54",0.80474,62,qiletan
277,1823557,"Ching-Loong Seow","2018-08-29 23:13:38",0.80474,66,chingloong
278,1760565,"[ods.ai] Musician","2018-08-29 21:57:33",0.80474,7,musician
279,1697308,"Wesam Elshamy","2018-08-29 23:57:55",0.80474,32,wesamelshamy
280,1844510,Θ..Θ,"2018-08-01 13:31:51",0.80474,6,zrunmin
281,2012657,"Le Chat Noir","2018-08-29 07:20:44",0.80474,4,lechatnoir
282,1825288,"Dmitry Kozlov","2018-08-29 15:31:13",0.80474,6,dkozlov
283,1840309,aminao4000,"2018-08-29 22:26:06",0.80473,49,aminao4000
284,1714215,thomalm,"2018-08-28 17:01:17",0.80473,45,thomalm
285,1699935,FrLi,"2018-08-18 23:00:16",0.80472,102,yjsgcjdfz123
286,1751900,wilan,"2018-08-08 22:16:02",0.80470,49,wilanw
287,1877623,"Cooless V","2018-07-22 02:23:31",0.80470,16,fakedog
288,1699705,Moro,"2018-08-27 22:21:46",0.80470,35,moromoromoro
289,1702292,"Daniel ","2018-08-28 19:53:59",0.80470,4,dranga
290,1698622,ar.ai,"2018-08-29 11:10:21",0.80470,9,akyr88
291,1882828,RunningWolf,"2018-08-29 23:44:37",0.80469,130,runningwolf
292,1859255,"Kent AI Laboratory","2018-08-25 07:05:52",0.80469,27,"alexanderliao,jiajunmao,somnisight"
293,1927318,"Alvis Wong","2018-08-29 18:20:58",0.80469,31,wongalvis
294,1711457,Karthick,"2018-08-29 22:31:16",0.80468,9,karthickp6
295,1701537,RyujiMatsushima,"2018-08-06 00:39:08",0.80468,6,matsun0323
296,1699621,TYL,"2018-08-29 14:22:23",0.80468,44,"lingtop,lyu265"
